,show_id,type_x,title,director,cast,country,date_added,release_year_x,rating,duration,listed_in,description_x,id,type_y,description_y,release_year_y,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
2000,s2941,Movie,Jada,Kumaran,"Kathir, Kishore Kumar G., Roshini, Yogi Babu, Kishore",India,"February 7, 2020",2019,TV-14,124 min,"Dramas, International Movies, Sports Movies","Wishing to settle an old score, a promising soccer player defies his coach’s wishes and leads his team to participate in a violent form of the sport.",tm239078,MOVIE,"Jada is 7 years old. Jada lives alone on Venice Beach. By following her through a day in her life, the story of who she is, why she is there, and who the man is that has come looking for her unfolds.",2016,PG-13,16,"['drama', 'sport']",['US'],,tt9769714,5.4,159.0,0.886,4.0
2001,s2942,TV Show,Locke & Key,,"Darby Stanchfield, Connor Jessup, Emilia Jones, Jackson Robert Scott, Petrice Jones, Laysla De Oliveira, Griffin Gluck, Sherri Saum, Aaron Ashmore, Bill Heck, Genevieve Kang, Kevin Alves, Thomas Mitchell Barnet, Eric Graise, Felix Mallard, Martin Roach, Steven Williams, Coby Bird","Canada, United States","February 7, 2020",2020,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries","After their dad's murder, three siblings move with their mom to his ancestral estate, where they discover magical keys that unlock powers — and secrets.",ts87953,SHOW,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",2020,TV-14,48,"['drama', 'thriller', 'scifi', 'horror', 'fantasy']",['US'],3.0,tt3007572,7.4,72031.0,48.22,8.1
2002,s2943,TV Show,My Holo Love,,"Yoon Hyun-min, Ko Sung-hee, Choi Yeo-jin, Chansung, Lee Ki-chan, Kim Soo-jin, Kang Seung-hyeon, Jeong Do-won, Kim Hak-seon",,"February 7, 2020",2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,ts223238,SHOW,"Go Nan Do, the owner, and creator of an IT research company must hide his existence from the world after his involvement as a hacker in a major case ten years ago. Presumed dead, the only people who knew of his existence are his step-sister and his companies CEO. Han So Yeon, an assistant manager at a glasses company, keeps her distance from people, due to her inability to recognize people’s faces.",2020,TV-14,53,"['drama', 'scifi', 'romance']",['KR'],1.0,tt11058644,7.6,2511.0,24.845,8.6
2003,s2945,TV Show,Who Killed Malcolm X?,,,United States,"February 7, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","Decades after the assassination of African American leader Malcolm X, an activist embarks on a complex mission seeking truth in the name of justice.",ts222049,SHOW,Activist Abdur-Rahman Muhammad begins his own investigation into the perplexing details surrounding the assassination of civil rights leader Malcolm X.,2019,TV-MA,43,"['crime', 'history', 'documentation']",['US'],1.0,tt10948316,7.6,2152.0,2.1,7.5
2004,s2946,TV Show,Cagaster of an Insect Cage,,"Yoshimasa Hosoya, Kana Hanazawa, Natsuki Hanae, Takahiro Sakurai, Daisuke Namikawa, Toshiyuki Morikawa, Kazuyuki Okitsu, Junichi Suwabe, Tomohiro Shiozaki, Ai Kayano, Tetsu Shiratori, Yasuhiro Mamiya, Daiki Yamashita, Akari Kito, Tomokazu Sugita, Aoi Yuki, Kohsuke Toriumi",Japan,"February 6, 2020",2020,TV-MA,1 Season,"Anime Series, International TV Shows","Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother.",ts222438,SHOW,"Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother.",2020,TV-14,28,"['drama', 'scifi', 'action', 'animation']",['JP'],1.0,,,,17.526,8.1
2005,s2948,TV Show,Arrow,James Bamford,"Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett",United States,"February 5, 2020",2019,TV-14,8 Seasons,"Crime TV Shows, TV Action & Adventure","Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.",ts17598,SHOW,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",2012,TV-14,42,"['action', 'crime', 'drama', 'thriller', 'scifi']",['US'],8.0,tt2193021,7.5,427871.0,122.099,6.7
2006,s2949,TV Show,The Pharmacist,"Julia Willoughby Nason, Jenner Furst",,United States,"February 5, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",ts224859,SHOW,"After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",2020,TV-MA,54,"['documentation', 'crime']",['US'],1.0,tt11600174,7.7,7261.0,3.063,8.4
2007,s2951,Movie,Dragonheart: Vengeance,Ivan Silvestrini,"Joseph Millson, Jack Kane, Helena Bonham Carter, Arturo Muselli, Carolina Carlsson, Tam Williams, Richard Ashton, Ross O'Hennessy, Cameron Jack, Fabienne Piolini-Castle",United States,"February 4, 2020",2020,PG-13,97 min,"Action & Adventure, Sci-Fi & Fantasy","When his family is slain by vicious savages, a young farmer teams with an ice-breathing dragon and sword-wielding mercenary to avenge their deaths.",tm853396,MOVIE,"Lukas, a young farmer whose family is killed by savage raiders in the countryside, sets out on an epic quest for revenge, forming an unlikely trio with a majestic dragon and a swashbuckling, sword-fighting mercenary, Darius.",2020,PG-13,96,"['action', 'european']",['US'],,,,,35.14,7.0
2008,s2953,Movie,Tom Papa: You're Doing Great!,Gregory Jacobs,Tom Papa,United States,"February 4, 2020",2020,TV-14,60 min,Stand-Up Comedy,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey.",tm850454,MOVIE,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey.",2020,,60,['comedy'],['US'],,tt11177308,7.2,866.0,4.955,6.1
2009,s2954,TV Show,Team Kaylie,,"Bryana Salaz, Alison Fernandez, Symera Jackson, Elie Samouhi, Kai Calhoun, Eliza Pryor, Rosa Blasi, Nicole Sullivan, David Gridley",United States,"February 3, 2020",2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies","After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader.",ts101503,SHOW,A wealthy teenager tries to prove herself after she's forced outside of her comfort zone.,2019,TV-PG,29,"['comedy', 'family']",['US'],3.0,tt9717424,4.1,347.0,9.46,8.2
2010,s2955,Movie,Thambi,Jeethu Joseph,"Jyothika, Sathyaraj, Karthi, Showkar Janaki, Nikhila Vimal, Havarasu, Anson Paul",India,"February 3, 2020",2019,TV-14,148 min,"International Movies, Thrillers","As a tip leads a local politician to his long-estranged son, his daughter has doubts about whether the young man is truly family or just an impostor.",tm847212,MOVIE,Brother and sister who get separated and reunite years later when the brother has grown to be a criminal.,2019,,150,"['thriller', 'action']",['IN'],,,,,2.896,6.4
2011,s2957,Movie,Chronically Metropolitan,Xavier Manrique,"Shiloh Fernandez, Ashley Benson, Josh Peck, Addison Timlin, Chris Noth, Mary-Louise Parker",United States,"February 1, 2020",2016,TV-MA,86 min,"Comedies, Dramas, Independent Movies",A case of writer’s block inspires a young novelist to return home to New York City and reconnect with his engaged ex and his bohemian parents.,tm245722,MOVIE,A case of writer's block inspires a young novelist to return home to New York City and reconnect with his engaged ex and his bohemian parents.,2016,,86,"['comedy', 'drama']",['US'],,tt4460854,4.9,1525.0,3.964,5.3
2012,s2960,TV Show,Itaewon Class,,"Park Seo-joon, Kim Da-mi, Yu Jae-myeong, Kwon Na-ra, Kim Dong-hee, Ahn Bo-hyun, Kim Hye-eun, Ryu Gyeong-su, Lee Joo-young, Chris Lyon",South Korea,"February 1, 2020",2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",ts223240,SHOW,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",2020,TV-MA,70,"['drama', 'romance']",['KR'],1.0,tt11239552,8.2,12780.0,36.591,8.5
2013,s2961,Movie,Justice,Richard Gabai,"Nathan Parsons, Jamie-Lynn Sigler, Ellen Hollman, John Lewis, Niko Foster, Quinton Aaron, Jackson Rathbone, Robert Carradine, Lesley-Anne Down, Stephen Lang",United States,"February 1, 2020",2017,R,92 min,Movies,"A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws.",tm318641,MOVIE,A U.S. Marshal seeking justice for his brother's murder defends a small town from a corrupt Mayor and his henchmen with intents to revive the civil war.,2017,R,99,"['western', 'drama', 'action', 'european']",['US'],,tt5143890,4.0,1237.0,5.604,5.8
2014,s2962,Movie,Love Jacked,Alfons Adetuyi,"Amber Stevens West, Shamier Anderson, Keith David, Mike Epps, Lyriq Bent, Marla Gibbs, Angela Gibbs, Demetrius Grosse, Nicole Lyn","Canada, South Africa","February 1, 2020",2018,PG-13,94 min,"Comedies, International Movies, Romantic Movies","To assert her independence from her rigid father’s expectations, a headstrong woman hires a desperate Los Angeles man to pose as her fiancé in Africa.",tm446574,MOVIE,"Maya, a headstrong 28-year-old with artistic ambitions – a strong contrast to what her father Ed wants: a dutiful daughter to run the family store. Ed is shocked when Maya takes her assertions of independence a step further and decides to travel to Africa for inspiration and returns with a fiancé who is not quite what he seems.",2018,PG-13,100,"['comedy', 'romance']","['ZA', 'US', 'CA']",,tt4329242,5.8,2215.0,6.833,6.1
2015,s2963,TV Show,Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, André Gordon, Matthew Mercer, Christopher Corey Smith, Philece Sampler, Selah Victor, Marieve Herington, Ben Diskin, Kira Buckland, Erin Fitzgerald, Grant George, Ethan Murray, David Roach, Todd Haberkorn","France, South Korea, Japan, United States","February 1, 2020",2019,TV-Y7,5 Seasons,"Kids' TV, TV Action & Adventure","When Paris is in peril, Marinette becomes Ladybug. Little does she know, her school crush Adrien is actually Cat Noir, another city-saving superhero.",ts42062,SHOW,"Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!",2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],5.0,tt2580046,7.7,10102.0,266.566,8.0
2016,s2965,Movie,Night on Earth: Shot in the Dark,,Samira Wiley,United Kingdom,"February 1, 2020",2020,TV-PG,59 min,Movies,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",tm853485,MOVIE,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",2020,,59,['documentation'],[],,tt12687448,7.7,306.0,1.982,7.2
2017,s2967,TV Show,Pop Team Epic,,,Japan,"February 1, 2020",2018,TV-14,1 Season,"Anime Series, International TV Shows",This animated adaptation of the quirky four-panel comic brings the random exploits of Popuko and Pipimi to life.,ts77787,SHOW,"Crude, rude, and a little…cute? Get ready for the larger-than-life attitude of Popuko and Pipimi, the small and tall stars of Pop Team Epic! Based off the bizarre four-panel webcomic by Bukubu Okawa comes a comedy that’ll throw you off with its out-there jokes and intense absurdity. You think you’re ready for these girls? Think again, F#%**er!",2018,TV-MA,23,"['comedy', 'animation']",['JP'],2.0,tt7808370,6.9,844.0,7.074,7.3
2018,s2969,Movie,The Car: Road to Revenge,G.J. Echternkamp,"Grant Bowler, Kathleen Munroe, Martin Hancock, Micah Balfour, Burt Grinstead, Nina Bergman, Jamie Bamber, Ronny Cox",United States,"February 1, 2020",2019,TV-MA,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Trying to uphold justice in a lawless future, a D.A. is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge.",tm452237,MOVIE,"In a dilapidated cyberpunk city plagued by crime and corruption, an unscrupulous District Attorney is savagely murdered and tossed out of a building onto his brand new car. Mysteriously, the District Attorney and his car come back to life as a single being with a thirst for vengeance. The eerie driver-less car embarks on a vicious rampage exacting revenge on the criminals who murdered him. The Car: Road to Revenge is the stylized sequel to the unconventional horror cult classic The Car (1977), and features an homage to the original with the return of Ronny Cox as the Mechanic.",2019,,89,"['action', 'horror', 'thriller', 'scifi']",['US'],,tt9382596,4.0,1096.0,20.461,6.6
2019,s2971,Movie,37 Seconds,Hikari,"Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi",Japan,"January 31, 2020",2020,TV-MA,116 min,"Dramas, International Movies","Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.",tm450095,MOVIE,"In 37 Seconds, 23-year-old comic book artist Yuma, physically disabled due to profound cerebral palsy and emotionally stunted by her well-meaning but overly protective mother, forges her own unusual path to sexual awakening and independence while at the same time discovering love and forgiveness.",2019,,115,['drama'],['JP'],,tt6156138,7.4,2713.0,6.572,7.4
2020,s2972,TV Show,Diablero,,"Christopher Von Uckermann, Horacio García Rojas, Gisselle Kuri, Fátima Molina, Dolores Heredia, Humberto Busto, Quetzalli Cortés, Alexa Martin, Flavio Medina, Dulce Neri, Mariana Botas",Mexico,"January 31, 2020",2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","When a young girl goes missing in a big city, a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her.",ts84833,SHOW,A young priest enlists the help of a demon hunter and a paranormal expert to search for a kidnapped girl in the underworld of Mexico City.,2018,TV-MA,38,"['scifi', 'horror', 'thriller', 'family', 'drama', 'fantasy']",['MX'],2.0,tt7414954,6.7,2568.0,19.915,7.5
